CONDITION,OUTCOME,Year,Geography,GeoType,GeoName,GeoID,Region,District,Total,TotalRate,AARate,Age0_14,Age0_14Rate,Age15_24,Age15_24Rate,Age25_44,Age25_44Rate,Age45_64,Age45_64Rate,Age65Plus,Age65PlusRate,Total_Male,Total_MaleRate,AA_TotalMaleRate,Age0_14_Male,Age0_14_MaleRate,Age15_24_Male,Age15_24_MaleRate,Age25_44_Male,Age25_44_MaleRate,Age45_64_Male,Age45_64_MaleRate,Age65Plus_Male,Age65Plus_MaleRate,Total_Female,Total_FemaleRate,AA_TotalFemaleRate,Age0_14_Female,Age0_14_FemaleRate,Age15_24_Female,Age15_24_FemaleRate,Age25_44_Female,Age25_44_FemaleRate,Age45_64_Female,Age45_64_FemaleRate,Age45Plus_Female,Age45Plus_FemaleRate,Age65Plus_Female,Age65Plus_FemaleRate,White_Total,White_TotalRate,White_Age0_14,White_Age0_14Rate,White_Age15_24,White_Age15_24Rate,White_Age25_44,White_Age25_44Rate,White_Age45_64,White_Age45_64Rate,White_Age65Plus,White_Age65PlusRate,White_Total_Male,White_Total_MaleRate,White_Age0_14_Male,White_Age0_14_MaleRate,White_Age15_24_Male,White_Age15_24_MaleRate,White_Age25_44_Male,White_Age25_44_MaleRate,White_Age45_64_Male,White_Age45_64_MaleRate,White_Age65Plus_Male,White_Age65Plus_MaleRate,White_Total_Female,White_Total_FemaleRate,White_Age0_14_Female,White_Age0_14_FemaleRate,White_Age15_24_Female,White_Age15_24_FemaleRate,White_Age25_44_Female,White_Age25_44_FemaleRate,White_Age45_64_Female,White_Age45_64_FemaleRate,White_Age45Plus_Female,White_Age45Plus_FemaleRate,White_Age65Plus_Female,White_Age65Plus_FemaleRate,Black_Total,Black_TotalRate,Black_Age0_14,Black_Age0_14Rate,Black_Age15_24,Black_Age15_24Rate,Black_Age25_44,Black_Age25_44Rate,Black_Age45_64,Black_Age45_64Rate,Black_Age65Plus,Black_Age65PlusRate,Black_Total_Male,Black_Total_MaleRate,Black_Age0_14_Male,Black_Age0_14_MaleRate,Black_Age15_24_Male,Black_Age15_24_MaleRate,Black_Age25_44_Male,Black_Age25_44_MaleRate,Black_Age45_64_Male,Black_Age45_64_MaleRate,Black_Age65Plus_Male,Black_Age65Plus_MaleRate,Black_Total_Female,Black_Total_FemaleRate,Black_Age0_14_Female,Black_Age0_14_FemaleRate,Black_Age15_24_Female,Black_Age15_24_FemaleRate,Black_Age25_44_Female,Black_Age25_44_FemaleRate,Black_Age45_64_Female,Black_Age45_64_FemaleRate,Black_Age45Plus_Female,Black_Age45Plus_FemaleRate,Black_Age65Plus_Female,Black_Age65Plus_FemaleRate,Hispanic_Total,Hispanic_TotalRate,Hispanic_Age0_14,Hispanic_Age0_14Rate,Hispanic_Age15_24,Hispanic_Age15_24Rate,Hispanic_Age25_44,Hispanic_Age25_44Rate,Hispanic_Age45_64,Hispanic_Age45_64Rate,Hispanic_Age65Plus,Hispanic_Age65PlusRate,Hispanic_Total_Male,Hispanic_Total_MaleRate,Hispanic_Age0_14_Male,Hispanic_Age0_14_MaleRate,Hispanic_Age15_24_Male,Hispanic_Age15_24_MaleRate,Hispanic_Age25_44_Male,Hispanic_Age25_44_MaleRate,Hispanic_Age45_64_Male,Hispanic_Age45_64_MaleRate,Hispanic_Age65Plus_Male,Hispanic_Age65Plus_MaleRate,Hispanic_Total_Female,Hispanic_Total_FemaleRate,Hispanic_Age0_14_Female,Hispanic_Age0_14_FemaleRate,Hispanic_Age15_24_Female,Hispanic_Age15_24_FemaleRate,Hispanic_Age25_44_Female,Hispanic_Age25_44_FemaleRate,Hispanic_Age45_64_Female,Hispanic_Age45_64_FemaleRate,Hispanic_Age45Plus_Female,Hispanic_Age45Plus_FemaleRate,Hispanic_Age65Plus_Female,Hispanic_Age65Plus_FemaleRate,API_Total,API_TotalRate,API_Age0_14,API_Age0_14Rate,API_Age15_24,API_Age15_24Rate,API_Age25_44,API_Age25_44Rate,API_Age45_64,API_Age45_64Rate,API_Age65Plus,API_Age65PlusRate,API_Total_Male,API_Total_MaleRate,API_Age0_14_Male,API_Age0_14_MaleRate,API_Age15_24_Male,API_Age15_24_MaleRate,API_Age25_44_Male,API_Age25_44_MaleRate,API_Age45_64_Male,API_Age45_64_MaleRate,API_Age65Plus_Male,API_Age65Plus_MaleRate,API_Total_Female,API_Total_FemaleRate,API_Age0_14_Female,API_Age0_14_FemaleRate,API_Age15_24_Female,API_Age15_24_FemaleRate,API_Age25_44_Female,API_Age25_44_FemaleRate,API_Age45_64_Female,API_Age45_64_FemaleRate,API_Age45Plus_Female,API_Age45Plus_FemaleRate,API_Age65Plus_Female,API_Age65Plus_FemaleRate,AIAN_Total,AIAN_TotalRate,AIAN_Age0_14,AIAN_Age0_14Rate,AIAN_Age15_24,AIAN_Age15_24Rate,AIAN_Age25_44,AIAN_Age25_44Rate,AIAN_Age45_64,AIAN_Age45_64Rate,AIAN_Age65Plus,AIAN_Age65PlusRate,AIAN_Total_Male,AIAN_Total_MaleRate,AIAN_Age0_14_Male,AIAN_Age0_14_MaleRate,AIAN_Age15_24_Male,AIAN_Age15_24_MaleRate,AIAN_Age25_44_Male,AIAN_Age25_44_MaleRate,AIAN_Age45_64_Male,AIAN_Age45_64_MaleRate,AIAN_Age65Plus_Male,AIAN_Age65Plus_MaleRate,AIAN_Total_Female,AIAN_Total_FemaleRate,AIAN_Age0_14_Female,AIAN_Age0_14_FemaleRate,AIAN_Age15_24_Female,AIAN_Age15_24_FemaleRate,AIAN_Age25_44_Female,AIAN_Age25_44_FemaleRate,AIAN_Age45_64_Female,AIAN_Age45_64_FemaleRate,AIAN_Age45Plus_Female,AIAN_Age45Plus_FemaleRate,AIAN_Age65Plus_Female,AIAN_Age65Plus_FemaleRate,Other_notAIAN_Total,Other_notAIAN_TotalRate,Other_notAIAN_Age0_14,Other_notAIAN_Age0_14Rate,Other_notAIAN_Age15_24,Other_notAIAN_Age15_24Rate,Other_notAIAN_Age25_44,Other_notAIAN_Age25_44Rate,Other_notAIAN_Age45_64,Other_notAIAN_Age45_64Rate,Other_notAIAN_Age65Plus,Other_notAIAN_Age65PlusRate,Other_notAIAN_Total_Male,Other_notAIAN_Total_MaleRate,Other_notAIAN_Age0_14_Male,Other_notAIAN_Age0_14_MaleRate,Other_notAIAN_Age15_24_Male,Other_notAIAN_Age15_24_MaleRate,Other_notAIAN_Age25_44_Male,Other_notAIAN_Age25_44_MaleRate,Other_notAIAN_Age45_64_Male,Other_notAIAN_Age45_64_MaleRate,Other_notAIAN_Age65Plus_Male,Other_notAIAN_Age65Plus_MaleRate,Other_notAIAN_Total_Female,Other_notAIAN_Total_FemaleRate,Other_notAIAN_Age0_14_Female,Other_notAIAN_Age0_14_FemaleRate,Other_notAIAN_Age15_24_Female,Other_notAIAN_Age15_24_FemaleRate,Other_notAIAN_Age25_44_Female,Other_notAIAN_Age25_44_FemaleRate,Other_notAIAN_Age45_64_Female,Other_notAIAN_Age45_64_FemaleRate,Other_notAIAN_Age45Plus_Female,Other_notAIAN_Age45Plus_FemaleRate,Other_notAIAN_Age65Plus_Female,Other_notAIAN_Age65Plus_FemaleRate
Alzheimer's Disease,Death,2017,Carlsbad,SRA,CARLSBAD,41,NORTH COASTAL,Supervisorial District 5,73,58.5,42.71,,,,,,,,,73,353.81,25,40.31,36.04,,,,,,,,,25,267.7,48,76.16,47.27,,,,,,,,,48,164.47,48,423.88,65,77.45,,,,,,,,,65,382.68,23,55.7,,,,,,,,,23,299.16,42,98.9,,,,,,,,,42,189.79,42,452.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23.35,,,,,,,,,6,321.47,,,,,,,,,,,,,5,43.48,,,,,,,,,5,142.04,5,523.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Hospitalization,2017,Harbison Crest,SRA,HARBISON CREST,37,EAST,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Oceanside,SRA,OCEANSIDE,42,NORTH COASTAL,Supervisorial District 5,79,47.04,36.05,,,,,,,,,79,320.93,25,29.78,30.05,,,,,,,,,25,230.04,54,64.04,39.9,,,,,,,,,54,155.4,54,391.85,67,83.93,,,,,,,,,67,393.54,22,55.68,,,,,,,,,22,292.85,45,112.46,,,,,,,,,45,220.42,45,475.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11.21,,,,,,,,,7,161.94,,,,,,,,,,,,,5,16.77,,,,,,,,,5,57.72,5,212.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Pendleton,SRA,PENDLETON,43,NORTH COASTAL,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,San Dieguito,SRA,SAN DIEGUITO,40,NORTH COASTAL,Supervisorial District 3,68,68.54,47.79,,,,,,,,,67,371.56,22,43.55,38.92,,,,,,,,,21,249.21,47,93.15,52.82,,,,,,,,,47,193.25,47,473.73,62,83.27,,,,,,,,,61,386.98,19,50.29,,,,,,,,,18,244.4,43,116.32,,,,,,,,,43,220.62,43,508.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Vista,SRA,VISTA,52,NORTH COASTAL,Supervisorial District 5,57,53.51,47.49,,,,,,,,,57,407.67,19,35.31,41.72,,,,,,,,,19,308.18,38,71.61,50.77,,,,,,,,,38,184.27,38,484.34,52,110.05,,,,,,,,,52,534.76,19,79.8,,,,,,,,,19,434.14,33,140.37,,,,,,,,,33,274.2,33,616.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,North Inland Region,Region,NORTH INLAND,6,NORTH INLAND,NA,355,58.43,45.88,,,,,,,,,355,383.82,114,38.03,38.06,,,,,,,,,114,276.99,241,78.29,50.79,,,,,,,,,241,183.69,241,469.46,311,98.57,,,,,,,,,311,462.74,99,63.1,,,,,,,,,99,323.02,212,133.66,,,,,,,,,212,255.89,212,579.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.94,,,,,,,,,18,146.85,5,5.6,,,,,,,,,5,97.71,13,14.16,,,,,,,,,13,49.78,13,182.07,21,28.4,,,,,,,,,21,200.71,7,20.14,,,,,,,,,7,165.64,14,35.71,,,,,,,,,14,79.53,14,224.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Anza-Borrego Springs,SRA,ANZA-BORREGO SPRINGS,63,NORTH INLAND,Supervisorial District 5,7,127.5,56.45,,,,,,,,,7,478.95,,,,,,,,,,,,,,6,213.29,86.39,,,,,,,,,6,426.59,6,795.04,7,184.71,,,,,,,,,7,529.33,,,,,,,,,,,,,6,313.87,,,,,,,,,6,529.72,6,896.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Escondido,SRA,ESCONDIDO,50,NORTH INLAND,Supervisorial District 3,118,68.24,56.99,,,,,,,,,118,486.07,35,40.33,43.85,,,,,,,,,35,322.57,84,95.63,64.95,,,,,,,,,84,239.54,84,615.09,103,132.42,,,,,,,,,103,616.23,30,78.31,,,,,,,,,30,401.64,73,186.09,,,,,,,,,73,358.45,73,793.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.23,,,,,,,,,7,140.27,,,,,,,,,,,,,5,12.86,,,,,,,,,5,46.41,5,169.33,7,62.87,,,,,,,,,7,368.15,,,,,,,,,,,,,6,97.7,,,,,,,,,6,202.57,6,510.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Fallbrook,SRA,FALLBROOK,55,NORTH INLAND,Supervisorial District 5,31,63.42,42.21,,,,,,,,,31,345.15,11,45.16,36.52,,,,,,,,,11,265.63,20,81.26,44.88,,,,,,,,,20,180.5,20,412.15,30,111.19,,,,,,,,,30,413.74,10,77.27,,,,,,,,,10,303.29,19,144.42,,,,,,,,,19,254.86,19,511.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,North San Diego,SRA,NORTH SAN DIEGO,14,NORTH INLAND,Supervisorial District 3,68,56.24,43.81,,,,,,,,,68,375.11,21,35.73,36.4,,,,,,,,,21,265.75,47,76.02,48.84,,,,,,,,,47,172.81,47,461.06,59,90.02,,,,,,,,,59,461.72,19,57.37,,,,,,,,,19,325.77,40,122.42,,,,,,,,,40,240.51,40,572.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15.84,,,,,,,,,5,131.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Palomar-Julian,SRA,PALOMAR-JULIAN,60,NORTH INLAND,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Pauma,SRA,PAUMA,54,NORTH INLAND,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Poway,SRA,POWAY,15,NORTH INLAND,Supervisorial District 2,60,66.94,55.3,,,,,,,,,60,427.81,23,50.88,52.17,,,,,,,,,23,354.98,38,82.43,57.49,,,,,,,,,38,179.65,38,487.35,55,102.52,,,,,,,,,55,513.87,20,74.43,,,,,,,,,20,400.4,35,130.47,,,,,,,,,35,245.19,35,612.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Physical Rehabilitation,2017,City of Del Mar,Municipal,DEL MAR,4,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2017,City of Encinitas,Municipal,ENCINITAS,6,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Hospitalization,2017,City of Vista,Municipal,VISTA,18,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Hospitalization,2016,City of Poway,Municipal,POWAY,13,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2014,City of Encinitas,Municipal,ENCINITAS,6,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,San Diego County,NA,SAN DIEGO COUNTY,99,NA,NA,"1,450",43.72,38.02,,,,,,,11,1.35,"1,439",310.26,477,28.61,32.36,,,,,,,6,1.49,471,228.95,973,59,41.55,,,,,,,5,1.21,973,145.02,968,375.06,"1,123",73.31,,,,,,,8,1.86,"1,115",363.37,375,47.79,,,,,,,,,371,263.8,748,100.11,,,,,,,,,748,198.85,744,447.62,37,24.73,,,,,,,,,37,239.73,15,18.78,,,,,,,,,15,214.75,22,31.54,,,,,,,,,22,85.2,22,260.39,172,15.15,,,,,,,,,170,211.09,51,9.06,,,,,,,,,49,147.8,121,21.13,,,,,,,,,121,72.13,121,255.36,99,26.22,,,,,,,,,99,181.22,29,16.25,,,,,,,,,29,131.76,70,35.15,,,,,,,,,70,79.02,70,214.59,6,39.54,,,,,,,,,6,318.81,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7.52,,,,,,,,,8,178.69,,,,,,,,,,,,,5,9.42,,,,,,,,,5,51.62,5,203.17
Alzheimer's Disease,Death,2017,Central Region,Region,CENTRAL,3,CENTRAL,NA,152,29.87,32.19,,,,,,,,,150,249.93,49,18.67,25.92,,,,,,,,,48,178.21,103,41.79,36.19,,,,,,,,,103,114.56,102,308.32,84,51.38,,,,,,,,,82,282.73,30,33.96,,,,,,,,,29,212.41,54,71.86,,,,,,,,,54,157.18,53,345.28,21,42.1,,,,,,,,,21,362.44,7,26.39,,,,,,,,,7,267.58,14,59.94,,,,,,,,,14,148.32,14,440.53,27,12.34,,,,,,,,,27,183.03,7,6.36,,,,,,,,,7,113.31,20,18.38,,,,,,,,,20,65.46,20,233.26,19,31.9,,,,,,,,,19,199.83,5,17.38,,,,,,,,,5,124.75,14,45.47,,,,,,,,,14,101.52,14,254.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Central San Diego,SRA,CENTRAL SAN DIEGO,1,CENTRAL,Supervisorial District 4,63,31.11,29.66,,,,,,,,,62,240.19,20,18.93,23.66,,,,,,,,,20,172.42,42,45.05,34.35,,,,,,,,,42,119.84,41,297.87,40,43.02,,,,,,,,,39,237.82,15,28.62,,,,,,,,,15,186.74,26,60.51,,,,,,,,,26,134.32,25,284.25,5,37.44,,,,,,,,,5,344.71,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17.52,,,,,,,,,13,254.52,,,,,,,,,,,,,10,27.69,,,,,,,,,10,97.84,10,335.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Mid-City,SRA,MID-CITY,6,CENTRAL,Supervisorial District 4,56,33.26,36.7,,,,,,,,,56,285,19,22.18,31.08,,,,,,,,,19,212.11,38,44.26,39.91,,,,,,,,,38,121.9,38,343.78,34,65.71,,,,,,,,,34,357.04,12,44.35,,,,,,,,,12,268.79,22,88.01,,,,,,,,,22,186.78,22,431.56,6,34.21,,,,,,,,,6,301.62,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8.4,,,,,,,,,6,134.95,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42.04,,,,,,,,,9,271.05,,,,,,,,,,,,,6,51.67,,,,,,,,,6,119.91,6,309.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Hospitalization,2017,Poway,SRA,POWAY,15,NORTH INLAND,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Hospitalization,2017,Ramona,SRA,RAMONA,39,NORTH INLAND,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,Southeastern San Diego,SRA,SOUTHEASTERN SAN DIEGO,5,CENTRAL,Supervisorial District 4,41,28.38,33.22,,,,,,,,,41,244.16,13,17.24,24.77,,,,,,,,,12,161.19,29,39.4,37.38,,,,,,,,,29,109.16,29,307.52,14,69.7,,,,,,,,,13,315.1,6,52.71,,,,,,,,,5,236.39,9,88.52,,,,,,,,,9,180.57,9,385.85,10,52.64,,,,,,,,,10,410.89,,,,,,,,,,,,,6,70.06,,,,,,,,,6,164.03,6,468.63,11,14.81,,,,,,,,,11,205.17,,,,,,,,,,,,,9,23.03,,,,,,,,,9,79.81,9,275.39,6,23.3,,,,,,,,,6,140.44,,,,,,,,,,,,,5,36.84,,,,,,,,,5,78.71,5,199.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,Death,2017,East Region,Region,EAST,5,EAST,NA,211,43.68,35.49,,,,,,,,,207,279.37,58,24.32,25.74,,,,,,,,,56,171,153,62.55,41.41,,,,,,,,,153,144.56,151,365.2,163,61.35,,,,,,,,,159,286.21,45,33.98,,,,,,,,,43,171.26,118,88.55,,,,,,,,,118,167.98,116,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,22.37,,,,,,,,,33,308.99,8,11.03,,,,,,,,,8,179.98,25,33.35,,,,,,,,,25,114.4,25,400.96,5,19.82,,,,,,,,,5,117.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
